1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.662416 args_parse_flags: next search-backward
1788664305.662418 args_parse: flags end at 2 of 5
1788664305.662419 args_parse: 2 = search-backward (type STRING)
1788664305.662420 args_parse: 3 = -- (type STRING)
1788664305.662422 args_parse: 4 = #{copy_cursor_word} (type STRING)
1788664305.662425 cmd_parse_build_commands: send-keys -FX search-backward -- "#{copy_cursor_word}"
1788664305.662427 args_parse_flags: next -Tcopy-mode-vi
1788664305.662428 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662432 args_parse_flags: next #
1788664305.662433 args_parse: flags end at 2 of 4
1788664305.662435 args_parse: 2 = # (type STRING)
1788664305.662437 args_parse: 3 = send-keys -FX search-backward -- "#{copy_cursor_word}" (type COMMANDS)
1788664305.662441 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward -- "#{copy_cursor_word}" }
1788664305.662443 cmdq_get_command: [bind-key/0x55cc012df9e0] group 2101
1788664305.662445 cmdq_append <global>: [bind-key/0x55cc012df9e0]
1788664305.662446 yylex_token: end at WS
1788664305.662447 yylex_token: bind
1788664305.662449 yylex_token: end at WS
1788664305.662450 yylex_token: -Tcopy-mode-vi
1788664305.662452 yylex_token: end at WS
1788664305.662453 yylex_token: *
1788664305.662454 yylex_token: end at WS
1788664305.662456 yylex_token: send
1788664305.662457 yylex_token: end at WS
1788664305.662458 yylex_token: -FX
1788664305.662460 yylex_token: end at WS
1788664305.662461 yylex_token: search-forward
1788664305.662463 yylex_token: end at WS
1788664305.662464 yylex_token: --
1788664305.662465 yylex_token: end at WS
1788664305.662467 yylex_token: #{copy_cursor_word}
1788664305.662468 cmd_parse_build_commands 0:0: bind
1788664305.662470 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662471 cmd_parse_build_commands 0:2: *
1788664305.662473 cmd_parse_build_commands 0:3 0:0: send
1788664305.662474 cmd_parse_build_commands 0:3 0:1: -FX
1788664305.662475 cmd_parse_build_commands 0:3 0:2: search-forward
1788664305.662477 cmd_parse_build_commands 0:3 0:3: --
1788664305.662478 cmd_parse_build_commands 0:3 0:4: #{copy_cursor_word}
1788664305.662480 cmd_parse_build_commands 0:0: send
1788664305.662481 cmd_parse_build_commands 0:1: -FX
1788664305.662483 cmd_parse_build_commands 0:2: search-forward
1788664305.662484 cmd_parse_build_commands 0:3: --
1788664305.662485 cmd_parse_build_commands 0:4: #{copy_cursor_word}
1788664305.662488 args_parse_flags: next -FX
1788664305.662489 args_parse_flags: -F
1788664305.662490 args_parse_flags: -X
1788664305.662492 args_parse_flags: next search-forward
1788664305.662493 args_parse: flags end at 2 of 5
1788664305.662494 args_parse: 2 = search-forward (type STRING)
1788664305.662496 args_parse: 3 = -- (type STRING)
1788664305.662499 args_parse: 4 = #{copy_cursor_word} (type STRING)
1788664305.662502 cmd_parse_build_commands: send-keys -FX search-forward -- "#{copy_cursor_word}"
1788664305.662503 args_parse_flags: next -Tcopy-mode-vi
1788664305.662505 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662506 args_parse_flags: next *
1788664305.662507 args_parse: flags end at 2 of 4
1788664305.662509 args_parse: 2 = * (type STRING)
1788664305.662511 args_parse: 3 = send-keys -FX search-forward -- "#{copy_cursor_word}" (type COMMANDS)
1788664305.662515 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward -- "#{copy_cursor_word}" }
1788664305.662517 cmdq_get_command: [bind-key/0x55cc012e0290] group 2109
1788664305.662519 cmdq_append <global>: [bind-key/0x55cc012e0290]
1788664305.662520 yylex_token: end at WS
1788664305.662521 yylex_token: bind
1788664305.662523 yylex_token: end at WS
1788664305.662524 yylex_token: -Tcopy-mode-vi
1788664305.662526 yylex_token: end at WS
1788664305.662528 yylex_token: C-c
1788664305.662531 yylex_token: end at WS
1788664305.662533 yylex_token: send
1788664305.662535 yylex_token: end at WS
1788664305.662537 yylex_token: -X
1788664305.662539 yylex_token: end at WS
1788664305.662541 yylex_token: cancel
1788664305.662543 cmd_parse_build_commands 0:0: bind
1788664305.662545 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662547 cmd_parse_build_commands 0:2: C-c
1788664305.662549 cmd_parse_build_commands 0:3 0:0: send
1788664305.662551 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662553 cmd_parse_build_commands 0:3 0:2: cancel
1788664305.662556 cmd_parse_build_commands 0:0: send
1788664305.662558 cmd_parse_build_commands 0:1: -X
1788664305.662560 cmd_parse_build_commands 0:2: cancel
1788664305.662564 args_parse_flags: next -X
1788664305.662566 args_parse_flags: -X
1788664305.662571 args_parse_flags: next cancel
1788664305.662573 args_parse: flags end at 2 of 3
1788664305.662575 args_parse: 2 = cancel (type STRING)
1788664305.662578 cmd_parse_build_commands: send-keys -X cancel
1788664305.662580 args_parse_flags: next -Tcopy-mode-vi
1788664305.662582 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662584 args_parse_flags: next C-c
1788664305.662586 args_parse: flags end at 2 of 4
1788664305.662588 args_parse: 2 = C-c (type STRING)
1788664305.662591 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1788664305.662595 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1788664305.662598 cmdq_get_command: [bind-key/0x55cc012e0620] group 2117
1788664305.662600 cmdq_append <global>: [bind-key/0x55cc012e0620]
1788664305.662602 yylex_token: end at WS
1788664305.662604 yylex_token: bind
1788664305.662606 yylex_token: end at WS
1788664305.662608 yylex_token: -Tcopy-mode-vi
1788664305.662610 yylex_token: end at WS
1788664305.662612 yylex_token: C-d
1788664305.662614 yylex_token: end at WS
1788664305.662616 yylex_token: send
1788664305.662618 yylex_token: end at WS
1788664305.662620 yylex_token: -X
1788664305.662622 yylex_token: end at WS
1788664305.662624 yylex_token: halfpage-down
1788664305.662626 cmd_parse_build_commands 0:0: bind
1788664305.662628 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662630 cmd_parse_build_commands 0:2: C-d
1788664305.662632 cmd_parse_build_commands 0:3 0:0: send
1788664305.662634 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662637 cmd_parse_build_commands 0:3 0:2: halfpage-down
1788664305.662639 cmd_parse_build_commands 0:0: send
1788664305.662642 cmd_parse_build_commands 0:1: -X
1788664305.662644 cmd_parse_build_commands 0:2: halfpage-down
1788664305.662647 args_parse_flags: next -X
1788664305.662649 args_parse_flags: -X
1788664305.662651 args_parse_flags: next halfpage-down
1788664305.662653 args_parse: flags end at 2 of 3
1788664305.662655 args_parse: 2 = halfpage-down (type STRING)
1788664305.662658 cmd_parse_build_commands: send-keys -X halfpage-down
1788664305.662660 args_parse_flags: next -Tcopy-mode-vi
1788664305.662662 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662664 args_parse_flags: next C-d
1788664305.662666 args_parse: flags end at 2 of 4
1788664305.662668 args_parse: 2 = C-d (type STRING)
1788664305.662671 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1788664305.662675 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1788664305.662678 cmdq_get_command: [bind-key/0x55cc012e0a40] group 2125
1788664305.662680 cmdq_append <global>: [bind-key/0x55cc012e0a40]
1788664305.662682 yylex_token: end at WS
1788664305.662684 yylex_token: bind
1788664305.662686 yylex_token: end at WS
1788664305.662688 yylex_token: -Tcopy-mode-vi
1788664305.662690 yylex_token: end at WS
1788664305.662692 yylex_token: C-e
1788664305.662694 yylex_token: end at WS
1788664305.662696 yylex_token: send
1788664305.662698 yylex_token: end at WS
1788664305.662700 yylex_token: -X
1788664305.662702 yylex_token: end at WS
1788664305.662703 yylex_token: scroll-down
1788664305.662706 cmd_parse_build_commands 0:0: bind
1788664305.662708 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662710 cmd_parse_build_commands 0:2: C-e
1788664305.662712 cmd_parse_build_commands 0:3 0:0: send
1788664305.662714 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662716 cmd_parse_build_commands 0:3 0:2: scroll-down
1788664305.662719 cmd_parse_build_commands 0:0: send
1788664305.662721 cmd_parse_build_commands 0:1: -X
1788664305.662723 cmd_parse_build_commands 0:2: scroll-down
1788664305.662726 args_parse_flags: next -X
1788664305.662728 args_parse_flags: -X
1788664305.662730 args_parse_flags: next scroll-down
1788664305.662732 args_parse: flags end at 2 of 3
1788664305.662734 args_parse: 2 = scroll-down (type STRING)
1788664305.662738 cmd_parse_build_commands: send-keys -X scroll-down
1788664305.662740 args_parse_flags: next -Tcopy-mode-vi
1788664305.662742 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662748 args_parse_flags: next C-e
1788664305.662751 args_parse: flags end at 2 of 4
1788664305.662753 args_parse: 2 = C-e (type STRING)
1788664305.662756 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1788664305.662761 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1788664305.662768 cmdq_get_command: [bind-key/0x55cc012e0ef0] group 2133
1788664305.662770 cmdq_append <global>: [bind-key/0x55cc012e0ef0]
1788664305.662772 yylex_token: end at WS
1788664305.662774 yylex_token: bind
1788664305.662777 yylex_token: end at WS
1788664305.662780 yylex_token: -Tcopy-mode-vi
1788664305.662782 yylex_token: end at WS
1788664305.662784 yylex_token: C-b
1788664305.662787 yylex_token: end at WS
1788664305.662789 yylex_token: send
1788664305.662791 yylex_token: end at WS
1788664305.662793 yylex_token: -X
1788664305.662795 yylex_token: end at WS
1788664305.662797 yylex_token: page-up
1788664305.662800 cmd_parse_build_commands 0:0: bind
1788664305.662803 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662805 cmd_parse_build_commands 0:2: C-b
1788664305.662808 cmd_parse_build_commands 0:3 0:0: send
1788664305.662810 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662812 cmd_parse_build_commands 0:3 0:2: page-up
1788664305.662815 cmd_parse_build_commands 0:0: send
1788664305.662818 cmd_parse_build_commands 0:1: -X
1788664305.662820 cmd_parse_build_commands 0:2: page-up
1788664305.662824 args_parse_flags: next -X
1788664305.662826 args_parse_flags: -X
1788664305.662828 args_parse_flags: next page-up
1788664305.662830 args_parse: flags end at 2 of 3
1788664305.662833 args_parse: 2 = page-up (type STRING)
1788664305.662837 cmd_parse_build_commands: send-keys -X page-up
1788664305.662840 args_parse_flags: next -Tcopy-mode-vi
1788664305.662842 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662844 args_parse_flags: next C-b
1788664305.662847 args_parse: flags end at 2 of 4
1788664305.662849 args_parse: 2 = C-b (type STRING)
1788664305.662853 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1788664305.662857 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1788664305.662859 cmdq_get_command: [bind-key/0x55cc012e13f0] group 2141
1788664305.662861 cmdq_append <global>: [bind-key/0x55cc012e13f0]
1788664305.662862 yylex_token: end at WS
1788664305.662864 yylex_token: bind
1788664305.662865 yylex_token: end at WS
1788664305.662867 yylex_token: -Tcopy-mode-vi
1788664305.662868 yylex_token: end at WS
1788664305.662869 yylex_token: C-f
1788664305.662871 yylex_token: end at WS
1788664305.662872 yylex_token: send
1788664305.662873 yylex_token: end at WS
1788664305.662875 yylex_token: -X
1788664305.662876 yylex_token: end at WS
1788664305.662878 yylex_token: page-down
1788664305.662879 cmd_parse_build_commands 0:0: bind
1788664305.662881 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662882 cmd_parse_build_commands 0:2: C-f
1788664305.662884 cmd_parse_build_commands 0:3 0:0: send
1788664305.662885 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662886 cmd_parse_build_commands 0:3 0:2: page-down
1788664305.662888 cmd_parse_build_commands 0:0: send
1788664305.662889 cmd_parse_build_commands 0:1: -X
1788664305.662891 cmd_parse_build_commands 0:2: page-down
1788664305.662893 args_parse_flags: next -X
1788664305.662894 args_parse_flags: -X
1788664305.662896 args_parse_flags: next page-down
1788664305.662897 args_parse: flags end at 2 of 3
1788664305.662898 args_parse: 2 = page-down (type STRING)
1788664305.662900 cmd_parse_build_commands: send-keys -X page-down
1788664305.662902 args_parse_flags: next -Tcopy-mode-vi
1788664305.662903 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662904 args_parse_flags: next C-f
1788664305.662906 args_parse: flags end at 2 of 4
1788664305.662907 args_parse: 2 = C-f (type STRING)
1788664305.662909 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1788664305.662912 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1788664305.662914 cmdq_get_command: [bind-key/0x55cc012e1870] group 2149
1788664305.662919 cmdq_append <global>: [bind-key/0x55cc012e1870]
1788664305.662921 yylex_token: end at WS
1788664305.662922 yylex_token: bind
1788664305.662923 yylex_token: end at WS
1788664305.662925 yylex_token: -Tcopy-mode-vi
1788664305.662926 yylex_token: end at WS
1788664305.662927 yylex_token: C-h
1788664305.662929 yylex_token: end at WS
1788664305.662930 yylex_token: send
1788664305.662932 yylex_token: end at WS
1788664305.662933 yylex_token: -X
1788664305.662934 yylex_token: end at WS
1788664305.662936 yylex_token: cursor-left
1788664305.662937 cmd_parse_build_commands 0:0: bind
1788664305.662939 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662940 cmd_parse_build_commands 0:2: C-h
1788664305.662942 cmd_parse_build_commands 0:3 0:0: send
1788664305.662943 cmd_parse_build_commands 0:3 0:1: -X
1788664305.662944 cmd_parse_build_commands 0:3 0:2: cursor-left
1788664305.662946 cmd_parse_build_commands 0:0: send
1788664305.662947 cmd_parse_build_commands 0:1: -X
1788664305.662949 cmd_parse_build_commands 0:2: cursor-left
1788664305.662951 args_parse_flags: next -X
1788664305.662952 args_parse_flags: -X
1788664305.662954 args_parse_flags: next cursor-left
1788664305.662955 args_parse: flags end at 2 of 3
1788664305.662956 args_parse: 2 = cursor-left (type STRING)
1788664305.662958 cmd_parse_build_commands: send-keys -X cursor-left
1788664305.662960 args_parse_flags: next -Tcopy-mode-vi
1788664305.662961 args_parse_flag_argument: -T = copy-mode-vi
1788664305.662963 args_parse_flags: next C-h
1788664305.662964 args_parse: flags end at 2 of 4
1788664305.662965 args_parse: 2 = C-h (type STRING)
1788664305.662967 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1788664305.662970 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1788664305.662974 cmdq_get_command: [bind-key/0x55cc012e1f00] group 2157
1788664305.662976 cmdq_append <global>: [bind-key/0x55cc012e1f00]
1788664305.662977 yylex_token: end at WS
1788664305.662978 yylex_token: bind
1788664305.662980 yylex_token: end at WS
1788664305.662981 yylex_token: -Tcopy-mode-vi
1788664305.662983 yylex_token: end at WS
1788664305.662984 yylex_token: C-j
1788664305.662985 yylex_token: end at WS
1788664305.662987 yylex_token: send
1788664305.662988 yylex_token: end at WS
1788664305.662989 yylex_token: -X
1788664305.662991 yylex_token: end at WS
1788664305.662992 yylex_token: copy-pipe-and-cancel
1788664305.662994 cmd_parse_build_commands 0:0: bind
1788664305.662995 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788664305.662997 cmd_parse_build_commands 0:2: C-j
1788664305.662998 cmd_parse_build_commands 0:3 0:0: send
1788664305.662999 cmd_parse_build_commands 0:3 0:1: -X
1788664305.663001 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1788664305.663002 cmd_parse_build_commands 0:0: send
1788664305.663004 cmd_parse_build_commands 0:1: -X
1788664305.663005 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1788664305.663008 args_parse_flags: next -X
1788664305.663009 args_parse_flags: -X
1788664305.663010 args_parse_flags: next copy-pipe-and-cancel
1788664305.663012 args_parse: flags end at 2 of 3
1788664305.663013 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1788664305.663015 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1788664305.663017 args_parse_flags: next -Tcopy-mode-vi
1788664305.663018 args_parse_flag_argument: -T = copy-mode-vi
1788664305.663019 args_parse_flags: next C-j
1788664305.663021 args_parse: flags end at 2 of 4
1788664305.663022 args_parse: 2 = C-j (type STRING)
1788664305.663024 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1788664305.663027 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1788664305.663029 cmdq_get_command: [bind-key/0x55cc012e24c0] group 2165
1788664305.663030 cmdq_append <global>: [bind-key/0x55cc012e24c0]
1788664305.663032 yylex_token: end at WS
1788664305.663033 yylex_token: bind
1788664305.663035 yylex_token: end at WS
1788664305.663036 yylex_token: -Tcopy-mode-vi
1788664305.663039 yylex_token: end at WS
1788664305.663041 yylex_token: Enter
1788664305.663042 yylex_token: end at WS
1788664305.663043 yylex_token: send
1788664305.663045 yylex_token: end at WS
1788664305.663046 yylex_token: -X
1788664305.663048 yylex_token: end at WS
